Year,BRA ID,Classes,Average Age,Enrolled,Total Schools,Nominal Enrollment Growth (1 year),Nominal Enrollment Growth (5 years),Year,BRA ID,Classes,Average Age,Enrolled,Total Schools,Nominal Enrollment Growth (1 year),Nominal Enrollment Growth (5 years)
2015,4sp1300,309,12.091,6579,30,-0.023,-0.030,2015,4sp1300,309,12.091,6579,30,-0.023,-0.030
2015,4sp1301,1353,12.047,32530,84,-0.113,-0.037,2015,4sp1301,1353,12.047,32530,84,-0.113,-0.037
2015,4sp1302,686,12.194,15737,53,-0.083,-0.028,2015,4sp1302,686,12.194,15737,53,-0.083,-0.028
2015,4sp1303,897,12.230,21045,84,-0.078,-0.036,2015,4sp1303,897,12.230,21045,84,-0.078,-0.036
2015,4sp1304,384,12.127,9274,35,-0.029,-0.011,2015,4sp1304,384,12.127,9274,35,-0.029,-0.011
2015,4sp1305,532,12.163,12177,35,-0.034,-0.016,2015,4sp1305,532,12.163,12177,35,-0.034,-0.016
2015,4sp1306,4668,12.142,117632,300,-0.052,-0.019,2015,4sp1306,4668,12.142,117632,300,-0.052,-0.019
2015,4sp1307,823,12.139,20930,57,-0.106,-0.027,2015,4sp1307,823,12.139,20930,57,-0.106,-0.027
2015,4sp1400,230,12.256,4782,26,-0.057,-0.028,2015,4sp1400,230,12.256,4782,26,-0.057,-0.028
2015,4sp1401,550,12.179,13269,53,-0.047,-0.030,2015,4sp1401,550,12.179,13269,53,-0.047,-0.030
2015,4sp1402,2279,12.105,56841,184,-0.072,-0.018,2015,4sp1402,2279,12.105,56841,184,-0.072,-0.018
2015,4sp1403,2922,12.184,68474,249,-0.106,-0.036,2015,4sp1403,2922,12.184,68474,249,-0.106,-0.036
2015,4sp1404,614,12.319,12069,92,-0.049,-0.035,2015,4sp1404,614,12.319,12069,92,-0.049,-0.035
2015,4sp1405,9445,12.170,248780,569,-0.101,-0.027,2015,4sp1405,9445,12.170,248780,569,-0.101,-0.027
2015,5pr0000,1664,12.363,37217,149,-0.027,-0.038,2015,5pr0000,1664,12.363,37217,149,-0.027,-0.038
2015,5pr0001,936,12.300,19446,103,-0.021,-0.046,2015,5pr0001,936,12.300,19446,103,-0.021,-0.046
2015,5pr0100,897,12.033,20270,92,-0.037,-0.025,2015,5pr0100,897,12.033,20270,92,-0.037,-0.025
2015,5pr0101,3420,11.908,90382,267,-0.057,-0.016,2015,5pr0101,3420,11.908,90382,267,-0.057,-0.016
2015,5pr0102,1391,12.229,32845,133,-0.030,-0.025,2015,5pr0102,1391,12.229,32845,133,-0.030,-0.025
2015,5pr0200,3674,12.100,79081,328,-0.053,-0.031,2015,5pr0200,3674,12.100,79081,328,-0.053,-0.031
2015,5pr0201,912,12.158,19064,88,-0.053,-0.035,2015,5pr0201,912,12.158,19064,88,-0.053,-0.035
2015,5pr0202,776,12.220,15092,98,-0.040,-0.044,2015,5pr0202,776,12.220,15092,98,-0.040,-0.044
2015,5pr0300,318,12.240,6319,64,-0.037,-0.029,2015,5pr0300,318,12.240,6319,64,-0.037,-0.029
2015,5pr0301,21517,12.054,576998,1226,-0.044,-0.018,2015,5pr0301,21517,12.054,576998,1226,-0.044,-0.018
2015,5pr0302,412,12.006,9458,44,-0.020,-0.022,2015,5pr0302,412,12.006,9458,44,-0.020,-0.022
2015,5pr0303,2430,12.247,58769,230,-0.004,-0.013,2015,5pr0303,2430,12.247,58769,230,-0.004,-0.013
2015,5pr0304,753,12.241,17127,78,-0.049,-0.023,2015,5pr0304,753,12.241,17127,78,-0.049,-0.023
2015,5pr0400,1054,12.028,25529,77,0.001,-0.017,2015,5pr0400,1054,12.028,25529,77,0.001,-0.017
2015,5pr0401,2001,12.210,46268,179,-0.034,-0.030,2015,5pr0401,2001,12.210,46268,179,-0.034,-0.030
2015,5pr0402,1879,12.197,43934,183,-0.021,-0.025,2015,5pr0402,1879,12.197,43934,183,-0.021,-0.025
2015,5pr0500,2055,12.046,49534,173,-0.029,-0.018,2015,5pr0500,2055,12.046,49534,173,-0.029,-0.018
2015,5pr0501,1349,12.333,31357,119,-0.005,-0.024,2015,5pr0501,1349,12.333,31357,119,-0.005,-0.024
2015,5pr0502,380,12.369,7425,40,-0.021,-0.040,2015,5pr0502,380,12.369,7425,40,-0.021,-0.040
2015,5pr0503,236,12.403,5389,25,0.010,-0.028,2015,5pr0503,236,12.403,5389,25,0.010,-0.028
2015,5pr0504,1243,12.313,23586,163,-0.037,-0.044,2015,5pr0504,1243,12.313,23586,163,-0.037,-0.044
2015,5pr0505,4912,12.328,123139,319,-0.069,-0.018,2015,5pr0505,4912,12.328,123139,319,-0.069,-0.018
2015,5pr0506,3419,12.007,91034,206,-0.043,-0.013,2015,5pr0506,3419,12.007,91034,206,-0.043,-0.013
2015,5pr0507,604,12.780,13489,50,-0.023,-0.036,2015,5pr0507,604,12.780,13489,50,-0.023,-0.036
2015,5pr0600,648,12.509,12936,64,-0.020,-0.038,2015,5pr0600,648,12.509,12936,64,-0.020,-0.038
2015,5pr0601,1426,12.356,29370,149,-0.045,-0.042,2015,5pr0601,1426,12.356,29370,149,-0.045,-0.042
2015,5pr0602,675,12.434,14724,75,-0.014,-0.041,2015,5pr0602,675,12.434,14724,75,-0.014,-0.041
2015,5pr0603,952,12.604,22429,84,-0.067,-0.032,2015,5pr0603,952,12.604,22429,84,-0.067,-0.032
2015,5pr0604,831,12.299,17114,87,-0.001,-0.030,2015,5pr0604,831,12.299,17114,87,-0.001,-0.030
2015,5pr0700,3491,12.080,81789,269,-0.047,-0.024,2015,5pr0700,3491,12.080,81789,269,-0.047,-0.024
2015,5pr0701,3253,12.186,79979,227,-0.043,-0.023,2015,5pr0701,3253,12.186,79979,227,-0.043,-0.023
2015,5pr0702,3018,12.164,67129,285,-0.021,-0.023,2015,5pr0702,3018,12.164,67129,285,-0.021,-0.023
2015,5pr0800,801,12.133,17883,92,-0.068,-0.032,2015,5pr0800,801,12.133,17883,92,-0.068,-0.032
2015,5pr0801,1138,11.971,25194,151,-0.034,-0.024,2015,5pr0801,1138,11.971,25194,151,-0.034,-0.024
2015,5pr0802,574,12.144,12311,59,-0.050,-0.029,2015,5pr0802,574,12.144,12311,59,-0.050,-0.029
2015,5pr0803,1038,12.177,22993,117,-0.052,-0.027,2015,5pr0803,1038,12.177,22993,117,-0.052,-0.027
2015,5pr0900,830,12.270,16093,103,-0.036,-0.033,2015,5pr0900,830,12.270,16093,103,-0.036,-0.033
2015,5pr0901,2168,12.111,45260,219,-0.035,-0.026,2015,5pr0901,2168,12.111,45260,219,-0.035,-0.026
2015,5pr0902,1302,12.192,28785,130,-0.044,-0.026,2015,5pr0902,1302,12.192,28785,130,-0.044,-0.026
2015,5rs0000,531,12.548,8743,63,-0.054,-0.042,2015,5rs0000,531,12.548,8743,63,-0.054,-0.042
2015,5rs0001,2727,12.531,54867,202,-0.102,-0.038,2015,5rs0001,2727,12.531,54867,202,-0.102,-0.038
2015,5rs0002,1031,12.563,17545,98,-0.087,-0.043,2015,5rs0002,1031,12.563,17545,98,-0.087,-0.043
2015,5rs0100,1193,12.415,22873,117,-0.099,-0.034,2015,5rs0100,1193,12.415,22873,117,-0.099,-0.034
2015,5rs0101,2446,12.346,45318,262,-0.067,-0.030,2015,5rs0101,2446,12.346,45318,262,-0.067,-0.030
2015,5rs0102,2703,12.468,49171,288,-0.059,-0.027,2015,5rs0102,2703,12.468,49171,288,-0.059,-0.027
2015,5rs0200,1155,12.613,22271,96,-0.052,-0.029,2015,5rs0200,1155,12.613,22271,96,-0.052,-0.029
2015,5rs0201,2481,12.293,50309,205,-0.061,-0.022,2015,5rs0201,2481,12.293,50309,205,-0.061,-0.022
2015,5rs0202,1667,12.358,32363,183,-0.046,-0.022,2015,5rs0202,1667,12.358,32363,183,-0.046,-0.022
2015,5rs0203,3197,12.400,63918,247,-0.022,-0.011,2015,5rs0203,3197,12.400,63918,247,-0.022,-0.011
2015,5rs0204,24217,12.472,601230,1261,-0.078,-0.031,2015,5rs0204,24217,12.472,601230,1261,-0.078,-0.031
2015,5rs0205,1291,12.579,24482,114,-0.053,-0.032,2015,5rs0205,1291,12.579,24482,114,-0.053,-0.032
2015,5rs0300,5175,12.310,118064,369,-0.052,-0.020,2015,5rs0300,5175,12.310,118064,369,-0.052,-0.020
2015,5rs0301,1052,12.426,18111,117,-0.021,-0.033,2015,5rs0301,1052,12.426,18111,117,-0.021,-0.033
2015,5rs0302,1449,12.271,27241,140,-0.026,-0.025,2015,5rs0302,1449,12.271,27241,140,-0.026,-0.025
2015,5rs0400,1431,12.393,25209,125,-0.052,-0.034,2015,5rs0400,1431,12.393,25209,125,-0.052,-0.034
2015,5rs0401,592,12.726,9344,70,-0.067,-0.049,2015,5rs0401,592,12.726,9344,70,-0.067,-0.049
2015,5rs0402,1424,12.550,23199,134,-0.079,-0.041,2015,5rs0402,1424,12.550,23199,134,-0.079,-0.041
2015,5rs0403,1640,12.430,30029,161,-0.070,-0.039,2015,5rs0403,1640,12.430,30029,161,-0.070,-0.039
2015,5rs0404,1885,12.648,27520,204,-0.049,-0.039,2015,5rs0404,1885,12.648,27520,204,-0.049,-0.039
2015,5rs0405,1564,12.472,28713,137,-0.094,-0.036,2015,5rs0405,1564,12.472,28713,137,-0.094,-0.036
2015,5rs0406,371,12.239,5964,43,-0.026,-0.028,2015,5rs0406,371,12.239,5964,43,-0.026,-0.028
2015,5rs0407,2623,12.349,51669,213,-0.065,-0.028,2015,5rs0407,2623,12.349,51669,213,-0.065,-0.028
2015,5rs0408,516,12.458,8451,62,-0.043,-0.037,2015,5rs0408,516,12.458,8451,62,-0.043,-0.037
2015,5rs0409,1139,12.630,22555,109,-0.110,-0.046,2015,5rs0409,1139,12.630,22555,109,-0.110,-0.046
2015,5rs0410,1783,12.615,30450,190,-0.075,-0.041,2015,5rs0410,1783,12.615,30450,190,-0.075,-0.041
2015,5rs0411,760,12.564,12037,92,-0.037,-0.040,2015,5rs0411,760,12.564,12037,92,-0.037,-0.040
2015,5rs0412,1402,12.589,21933,156,-0.049,-0.044,2015,5rs0412,1402,12.589,21933,156,-0.049,-0.044
2015,5rs0500,572,12.719,8938,53,-0.047,-0.036,2015,5rs0500,572,12.719,8938,53,-0.047,-0.036
2015,5rs0501,2107,12.608,43694,149,-0.064,-0.023,2015,5rs0501,2107,12.608,43694,149,-0.064,-0.023
2015,5rs0502,3773,12.626,75275,285,-0.079,-0.037,2015,5rs0502,3773,12.626,75275,285,-0.079,-0.037
2015,5rs0503,1024,12.777,18693,107,-0.043,-0.036,2015,5rs0503,1024,12.777,18693,107,-0.043,-0.036
2015,5rs0600,1554,12.680,30537,121,-0.062,-0.038,2015,5rs0600,1554,12.680,30537,121,-0.062,-0.038
2015,5rs0601,1421,12.628,29330,133,-0.096,-0.039,2015,5rs0601,1421,12.628,29330,133,-0.096,-0.039
2015,5rs0602,3178,12.693,62559,206,-0.054,-0.041,2015,5rs0602,3178,12.693,62559,206,-0.054,-0.041
2015,5sc0000,5811,12.382,145293,337,-0.033,-0.005,2015,5sc0000,5811,12.382,145293,337,-0.033,-0.005
2015,5sc0001,200,12.242,3925,25,-0.011,-0.019,2015,5sc0001,200,12.242,3925,25,-0.011,-0.019
2015,5sc0002,745,12.048,16223,74,-0.031,-0.005,2015,5sc0002,745,12.048,16223,74,-0.031,-0.005
2015,5sc0100,2050,12.303,46189,168,-0.071,-0.032,2015,5sc0100,2050,12.303,46189,168,-0.071,-0.032
2015,5sc0101,5991,12.186,150362,331,-0.082,-0.010,2015,5sc0101,5991,12.186,150362,331,-0.082,-0.010
2015,5sc0102,1001,12.113,22757,69,-0.045,-0.024,2015,5sc0102,1001,12.113,22757,69,-0.045,-0.024
2015,5sc0200,3269,12.211,68486,254,-0.059,-0.025,2015,5sc0200,3269,12.211,68486,254,-0.059,-0.025
2015,5sc0201,1221,12.449,22362,122,-0.073,-0.027,2015,5sc0201,1221,12.449,22362,122,-0.073,-0.027
2015,5sc0202,2585,12.273,56385,199,-0.075,-0.032,2015,5sc0202,2585,12.273,56385,199,-0.075,-0.032
2015,5sc0203,1456,12.347,27025,140,-0.074,-0.040,2015,5sc0203,1456,12.347,27025,140,-0.074,-0.040
2015,5sc0204,1300,12.277,27314,112,-0.055,-0.030,2015,5sc0204,1300,12.277,27314,112,-0.055,-0.030
2015,5sc0300,2444,12.257,49534,247,-0.068,-0.027,2015,5sc0300,2444,12.257,49534,247,-0.068,-0.027
2015,5sc0301,1039,12.092,23238,90,-0.038,-0.023,2015,5sc0301,1039,12.092,23238,90,-0.038,-0.023
2015,5sc0400,1569,12.269,32048,121,-0.023,-0.015,2015,5sc0400,1569,12.269,32048,121,-0.023,-0.015
2015,5sc0401,2687,12.262,61334,193,-0.078,-0.025,2015,5sc0401,2687,12.262,61334,193,-0.078,-0.025
2015,5sc0402,2939,12.174,60611,240,-0.032,-0.019,2015,5sc0402,2939,12.174,60611,240,-0.032,-0.019
2015,5sc0500,4604,12.097,111135,283,-0.043,-0.010,2015,5sc0500,4604,12.097,111135,283,-0.043,-0.010
2015,5sc0501,4321,12.143,110212,247,-0.004,0.009,2015,5sc0501,4321,12.143,110212,247,-0.004,0.009
2015,5sc0502,512,12.214,9953,42,-0.033,-0.012,2015,5sc0502,512,12.214,9953,42,-0.033,-0.012
2015,5sc0503,1639,12.201,35643,133,-0.039,-0.013,2015,5sc0503,1639,12.201,35643,133,-0.039,-0.013
