Year,BRA ID,Classes,Average Age,Enrolled,Total Schools,Nominal Enrollment Growth (1 year),Nominal Enrollment Growth (5 years),Year,BRA ID,Classes,Average Age,Enrolled,Total Schools,Nominal Enrollment Growth (1 year),Nominal Enrollment Growth (5 years)
2015,1pa030403,635,12.734,18978,76,0.004,0.004,2015,1pa030403,635,12.734,18978,76,0.004,0.004
2015,1pa030404,722,12.788,17396,89,0.002,0.011,2015,1pa030404,722,12.788,17396,89,0.002,0.011
2015,1pa040000,422,12.971,10322,30,-0.070,-0.037,2015,1pa040000,422,12.971,10322,30,-0.070,-0.037
2015,1pa040001,192,12.862,4211,26,-0.005,-0.011,2015,1pa040001,192,12.862,4211,26,-0.005,-0.011
2015,1pa040002,195,12.539,3783,21,-0.052,-0.010,2015,1pa040002,195,12.539,3783,21,-0.052,-0.010
2015,1pa040003,296,13.149,7852,29,0.046,-0.010,2015,1pa040003,296,13.149,7852,29,0.046,-0.010
2015,1pa040100,86,13.043,1959,12,-0.002,-0.001,2015,1pa040100,86,13.043,1959,12,-0.002,-0.001
2015,1pa040101,2407,12.882,61479,240,-0.044,0.001,2015,1pa040101,2407,12.882,61479,240,-0.044,0.001
2015,1pa040102,83,12.611,1698,7,-0.096,-0.035,2015,1pa040102,83,12.611,1698,7,-0.096,-0.035
2015,1pa040103,255,12.944,5189,40,-0.054,-0.034,2015,1pa040103,255,12.944,5189,40,-0.054,-0.034
2015,1pa040104,165,13.102,3041,27,-0.002,-0.026,2015,1pa040104,165,13.102,3041,27,-0.002,-0.026
2015,1pa040200,55,12.715,1528,7,-0.040,-0.023,2015,1pa040200,55,12.715,1528,7,-0.040,-0.023
2015,1pa040201,146,13.030,2921,15,-0.030,-0.029,2015,1pa040201,146,13.030,2921,15,-0.030,-0.029
2015,1pa040202,347,12.711,9957,31,-0.041,-0.036,2015,1pa040202,347,12.711,9957,31,-0.041,-0.036
2015,1pa040203,336,12.916,7980,52,-0.074,-0.025,2015,1pa040203,336,12.916,7980,52,-0.074,-0.025
2015,1pa040204,870,12.623,25966,85,-0.034,-0.019,2015,1pa040204,870,12.623,25966,85,-0.034,-0.019
2015,1pa040205,319,12.319,8537,36,-0.037,-0.035,2015,1pa040205,319,12.319,8537,36,-0.037,-0.035
2015,1pa040206,232,12.579,6400,32,-0.003,0.003,2015,1pa040206,232,12.579,6400,32,-0.003,0.003
2015,1pa040300,129,12.609,2437,12,-0.135,-0.067,2015,1pa040300,129,12.609,2437,12,-0.135,-0.067
2015,1pa040301,454,12.122,12139,23,0.085,0.113,2015,1pa040301,454,12.122,12139,23,0.085,0.113
2015,1pa040302,190,13.117,4924,18,-0.029,-0.010,2015,1pa040302,190,13.117,4924,18,-0.029,-0.010
2015,1pa040303,330,12.822,8018,60,-0.022,-0.012,2015,1pa040303,330,12.822,8018,60,-0.022,-0.012
2015,1pa040304,1899,12.225,52834,81,-0.008,0.069,2015,1pa040304,1899,12.225,52834,81,-0.008,0.069
2015,1pa040400,78,13.435,1560,11,-0.024,-0.037,2015,1pa040400,78,13.435,1560,11,-0.024,-0.037
2015,1pa040401,191,12.760,3069,31,0.015,-0.031,2015,1pa040401,191,12.760,3069,31,0.015,-0.031
2015,1pa040402,662,12.836,17915,51,-0.042,-0.020,2015,1pa040402,662,12.836,17915,51,-0.042,-0.020
2015,1pa040403,142,12.572,3633,14,-0.035,-0.024,2015,1pa040403,142,12.572,3633,14,-0.035,-0.024
2015,1pa040404,281,13.067,5785,44,-0.003,-0.047,2015,1pa040404,281,13.067,5785,44,-0.003,-0.047
2015,1pa040405,50,15.176,1481,5,-0.041,0.009,2015,1pa040405,50,15.176,1481,5,-0.041,0.009
2015,1pa040406,378,12.589,9398,31,-0.013,-0.018,2015,1pa040406,378,12.589,9398,31,-0.013,-0.018
2015,1pa040500,47,13.598,936,9,0.055,0.008,2015,1pa040500,47,13.598,936,9,0.055,0.008
2015,1pa040501,132,12.290,2217,18,0.005,0.004,2015,1pa040501,132,12.290,2217,18,0.005,0.004
2015,1pa040502,231,12.283,6569,24,-0.060,0.009,2015,1pa040502,231,12.283,6569,24,-0.060,0.009
2015,1pa040503,629,13.016,14130,107,0.014,0.002,2015,1pa040503,629,13.016,14130,107,0.014,0.002
2015,1pa040504,326,12.729,7221,25,-0.069,-0.027,2015,1pa040504,326,12.729,7221,25,-0.069,-0.027
2015,1pa040600,425,12.505,11016,32,-0.008,-0.025,2015,1pa040600,425,12.505,11016,32,-0.008,-0.025
2015,1pa040601,567,12.773,12286,114,-0.021,-0.004,2015,1pa040601,567,12.773,12286,114,-0.021,-0.004
